filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
081__[gel][dru][pop_roc]0966__1.wav,0.573596954,0.287055045,2467.104887,2746.335805,4765.821632,0.059189491,-41.25918198,169.735733,-65.81552887,47.88998795,-6.246938705,24.94108009,-12.88901424,21.51672935,-7.977199554,19.0776577,-0.832381845,1.871747494,2.526264906,-0.13261804,1.676177859,-3.831223011,2.658759117,-7.96782732,5.833659649,-7.814827919,electric_guitar
050__[gel][dru][pop_roc]0860__2.wav,0.679433763,0.236522034,2488.567203,2970.271274,5016.820629,0.043781295,-85.99848938,150.362442,-52.61389923,39.77096939,-0.635124087,36.74181747,-14.48423672,17.45284653,-0.002339956,15.69988346,12.32094955,10.42333221,11.34367847,4.005270481,7.51023674,-1.132929087,5.844279766,0.430737585,5.423364162,-5.553870201,electric_guitar
079__[gel][dru][pop_roc]0958__1.wav,0.533299804,0.145933703,2421.692649,2677.10859,5065.291121,0.055083404,-149.3118134,157.5294037,-63.53512573,53.17074966,10.3641901,20.17951393,-0.20018588,16.49991417,-3.737895966,13.13457108,14.11697769,7.379815578,4.552231789,10.44025421,2.30053854,-2.776999474,-0.233395144,-3.534354925,-0.687037289,-1.163705587,electric_guitar
[gel][pop_roc]0925__3.wav,0.543715775,0.089135744,2516.101984,1951.482609,4366.584407,0.095682387,-163.3263092,193.7595062,-114.0309601,46.86816025,-7.531505585,-1.360716343,-12.5836668,2.810766697,-13.79524422,-2.162514448,-5.953128338,-3.297975063,-10.37722301,3.187312126,-4.960515022,-12.03510189,-2.631750107,-7.610410213,-0.272391319,-5.251029968,electric_guitar
026__[gel][dru][pop_roc]0856__2.wav,0.580788255,0.185427964,1986.658313,2657.931071,4344.718644,0.029459007,-144.3241425,159.8806763,-34.29993057,43.09915543,3.579222202,28.26034164,2.525266886,7.276127815,7.148701191,3.938737392,5.703235149,1.494143605,-2.634106636,2.871538162,3.881498098,5.709320068,9.365434647,11.23987198,8.09312439,-1.07075882,electric_guitar
[gel][pop_roc]0870__2.wav,0.353663772,0.193929464,1919.708916,1517.416844,3574.17916,0.064247632,-172.161499,221.4971619,-100.2823944,33.89981842,55.93974686,-33.14748764,-10.22412872,-17.02842522,-31.2365284,-2.283444166,-7.006147861,-15.51167202,-3.291760206,-10.29281807,-11.82751083,5.202579975,2.784128904,-1.050639391,1.2823838,-8.902758598,electric_guitar
[gel][jaz_blu]0890__1.wav,0.397387892,0.221104488,2087.402496,2607.079825,3781.197213,0.052166913,-101.176445,179.4610138,-50.01805496,37.82573318,14.9913559,19.74414253,-20.56611443,17.27719688,-8.180845261,9.65999794,-2.568415642,7.771155357,-3.100673914,5.414603233,-6.353344917,-4.004241467,-3.665066957,-5.458017826,-2.898399115,-1.604470491,electric_guitar
[gel][jaz_blu]0990__1.wav,0.464784563,0.038779888,1018.834351,1268.47197,1921.526605,0.034106163,-339.4562073,226.4407654,1.369427085,-24.86004066,23.81124687,11.19771576,-12.05392361,-6.573484421,3.636220455,4.376849651,-1.4031353,-8.363553047,-7.112736702,0.732714236,1.088752747,-2.54108882,-0.450832486,2.369873047,2.54169488,0.269856662,electric_guitar
254__[gel][dru][pop_roc]0984__1.wav,0.350197017,0.161717609,2986.679033,2907.208064,5678.447002,0.082332891,-92.07349396,146.8857117,-73.45517731,59.45035553,-10.96296978,31.09383202,-19.98299408,16.09066772,-6.398886204,8.982447624,5.042829037,5.934497833,4.650817871,2.668328762,4.1665411,-1.087994099,6.70830965,-5.374289989,1.553727388,-7.977906704,electric_guitar
[gel][jaz_blu]1005__1.wav,0.428932607,0.14188379,2227.284477,3133.518689,5543.178579,0.034207966,-200.6184387,145.5818634,-9.403874397,60.14887619,-14.72719765,58.47613144,-4.080805302,-5.127876759,-0.483417362,-0.287631303,-6.465882301,-2.30911231,0.73093462,-1.292507648,4.274782181,-3.212957382,2.873827457,-9.151100159,-7.611805916,-4.736166,electric_guitar
084__[gel][dru][jaz_blu]0804__2.wav,0.317182183,0.143153533,1491.551338,2234.279771,2959.194204,0.026255957,-233.1802673,186.543808,-0.785715103,40.92881775,-4.017880917,18.22889519,-7.676444054,-1.031436801,-7.766744614,-5.604005814,-3.263506889,-10.69657803,-5.473925591,-3.04287219,2.562619686,5.311510086,3.352582455,4.214828968,-1.014366388,-4.854341507,electric_guitar
[gel][pop_roc]0883__1.wav,0.473106891,0.103149042,2903.877147,3391.432631,6442.169024,0.069088969,-151.427002,152.2749481,-38.78648376,41.57120514,-18.7103653,46.88388443,-18.36744308,13.95813751,-4.089036942,6.874444008,-5.503967285,0.359304965,6.369781494,-4.88552618,5.428225517,-10.19322395,3.773628235,-5.48223877,6.603950024,-10.70288467,electric_guitar
[gel][jaz_blu]1009__1.wav,0.270417362,0.146368191,1090.360131,1600.655683,1950.874947,0.027573751,-247.9307098,204.391861,-8.536437988,34.05160904,8.744746208,-16.64175224,-14.61163425,-13.80781364,3.202884912,-0.576644599,-3.482870102,-6.937965393,-6.367051125,0.201425657,-7.064837933,-8.934453964,-3.726510525,-2.47106123,-4.341291428,-3.928898335,electric_guitar
211__[gel][dru][pop_roc]0953__2.wav,0.55712539,0.212882265,3114.495448,3852.080885,7281.132549,0.065863296,-86.7769165,135.4601288,-19.76693344,53.02149963,-8.348020554,37.06997299,-18.83301163,21.86335373,-20.56692696,10.46447849,-7.435399532,8.532045364,0.103536129,5.35474968,-3.325077057,2.058725595,2.951028585,-5.704662323,1.059630513,-8.878426552,electric_guitar
[gel][pop_roc]0741__3.wav,0.494297266,0.158171937,1641.763752,1761.784142,3212.604255,0.05155609,-159.5627899,213.7023621,-64.29348755,24.52459717,33.86400223,-6.683557987,4.577250004,4.246788502,-2.073918343,4.406859875,-7.703398228,-1.834042192,-8.238553047,3.799314022,-3.809528112,3.490078688,-9.378665924,1.007802486,2.251378059,-5.166969776,electric_guitar
[gel][pop_roc]1016__1.wav,0.477679044,0.124338776,3214.725415,3875.772749,7527.808277,0.059295065,-146.5727692,131.9690704,-23.82109642,34.59141159,-5.381108284,35.52999115,-14.68119335,29.5004921,-3.670525074,13.05932522,-7.609375954,7.614929676,0.884073913,7.286070824,-0.258739173,-4.144790173,-8.95283699,-10.26426506,-10.14668083,-8.108906746,electric_guitar
193__[gel][dru][pop_roc]0972__2.wav,0.526806295,0.225789458,3085.978438,3052.377913,6002.692145,0.089083992,-53.08853912,146.8526764,-70.57907867,57.9081955,-12.73202038,33.16033936,-11.73890305,22.26237488,-11.28391361,12.9851141,-4.775385857,0.784855068,0.250321388,-2.221694231,4.766123772,-4.76115036,-4.42108202,-2.339692593,4.963637352,-8.873648643,electric_guitar
057__[gel][dru][jaz_blu]0788__1.wav,0.522653937,0.152863681,3312.507899,3129.329846,6732.160579,0.088608907,-103.3597946,140.6061249,-66.72881317,70.98262787,-23.70726204,37.97896194,-9.921292305,5.616118908,-10.02669144,5.543576717,-2.871523619,1.200037599,-1.216620326,-1.429453969,-0.88022995,-3.878049135,0.996478558,-2.818877935,4.443758965,-6.948717117,electric_guitar
194__[gel][dru][cou_fol]0753__2.wav,0.450069696,0.161943555,2157.654032,2946.195335,4775.798406,0.037788067,-149.4386139,165.8505249,-34.04152679,58.28049088,-9.748859406,36.49787903,-7.507277966,19.96480179,-10.04284,3.248248339,0.923958123,4.814782143,4.199798584,2.637120247,1.353842616,-7.724247456,-2.459995747,-4.023532867,2.948089838,-5.547821522,electric_guitar
194__[gel][dru][cou_fol]0753__3.wav,0.380245328,0.140612245,1769.466694,2561.965087,3815.783361,0.029602286,-181.3242645,181.3713531,-33.34857559,52.01375198,-1.641085982,33.46088028,-2.397316933,18.84007072,-8.626049995,1.046570659,-1.505505443,-1.080422997,2.568683863,0.312912047,3.816109657,-8.469812393,-0.737786353,-2.036467552,-3.697548866,-6.054064274,electric_guitar
163__[gel][nod][jaz_blu]0776__1.wav,0.332672775,0.127053946,2624.361785,3455.976928,5781.540329,0.055748899,-160.3496857,151.6592712,-15.64740086,41.49305344,-17.83250809,25.96080017,-22.11766434,12.61464214,-14.7536726,13.86951065,-6.03473711,3.063841343,-1.781928658,-2.474897385,3.001212597,-3.441770554,6.906159401,-1.981984973,6.252060413,-7.290360451,electric_guitar
[gel][pop_roc]1020__1.wav,0.458451718,0.195815951,2778.00835,2757.101051,5708.460462,0.079748205,-97.24393463,153.356308,-53.59107971,60.92809677,2.19443059,-3.382555246,-4.365244865,3.016589642,-8.326032639,2.661129951,-7.531383991,-0.945985198,-1.751469851,-4.364861488,0.958463192,7.834317207,5.344355106,4.567260265,8.276909828,4.592601776,electric_guitar
193__[gel][dru][pop_roc]0972__3.wav,0.474481374,0.217165366,3119.5442,2997.945391,5948.734428,0.095186565,-58.94623566,144.2499237,-71.20283508,57.61274338,-8.101249695,27.66372681,-14.29567909,19.0962944,-14.00800419,10.61614132,-8.045638084,2.194498777,2.658244133,-0.327960044,5.532577991,-0.808807492,-4.314020634,-0.726881146,6.921594143,-12.42848396,electric_guitar
[gel][pop_roc]0741__2.wav,0.429979622,0.152855739,1656.318723,1760.839125,3081.575961,0.055245536,-167.7605133,210.1768951,-64.63909149,20.04038048,32.68732071,-1.964415312,3.690760612,2.618510723,-1.277979493,3.934574604,-9.320016861,1.519254088,-4.765424252,5.183198929,-7.252906322,4.279299259,-4.08628273,3.5260005,1.580355644,-8.007802963,electric_guitar
153__[gel][dru][pop_roc]0946__1.wav,0.316681683,0.094770715,2885.393083,3397.530237,6618.342219,0.059553345,-161.9594574,142.1823883,-29.73244667,52.35107422,-23.73734856,28.61501503,-17.64460373,10.93325424,-6.650339603,14.65990639,7.47239399,10.03621483,4.110467434,-1.275382876,-7.75888586,-9.231294632,-2.722712755,-2.802366257,4.976155281,-3.332835436,electric_guitar
211__[gel][dru][pop_roc]0953__3.wav,0.544808388,0.221610278,3706.666183,4051.98769,8550.427576,0.078304099,-71.2469101,121.872467,-24.41908646,65.01556396,-12.96484661,37.31266403,-19.86221123,24.18413734,-16.79625702,15.10635281,-2.434075832,10.91897297,-0.793945432,7.290354729,0.690166354,5.109099388,7.306796551,-2.823329687,1.099493742,-7.779950619,electric_guitar
187__[gel][dru][pop_roc]0952__1.wav,0.559229493,0.228799775,2503.785196,2581.044869,5012.081662,0.065993379,-72.21697235,170.4574585,-64.81738281,48.52444077,-4.725138187,23.98947716,-8.247929573,8.340497971,1.825987816,0.954938591,-0.047434568,3.581278563,4.10612011,-0.635590136,2.374209404,-1.01664722,-4.456279755,-4.865057945,-0.081415653,-5.748159409,electric_guitar
252__[gel][dru][cou_fol]0751__1.wav,0.441237748,0.132920951,2446.658629,3048.101025,5043.342219,0.045828683,-144.6544342,154.4236908,-42.93498611,49.72293472,-12.06692219,28.71205711,-9.124843597,21.39655685,-20.69926262,1.008043289,-6.875813007,2.149531603,-3.217089891,-1.740339756,1.54409492,-6.161169052,-3.976302385,-9.207519531,0.950148523,-7.053031445,electric_guitar
223__[gel][dru][pop_roc]0858__1.wav,0.619962335,0.201192275,2108.442224,2716.529701,4694.321421,0.033059846,-131.6590881,159.8380432,-38.34851456,52.51408768,0.566272378,29.61128426,-3.695092678,9.018194199,1.09646976,7.291378975,13.32444096,4.318845749,4.13119173,6.439531326,6.224736214,3.417740583,8.999862671,6.433858395,5.639941216,-4.953795433,electric_guitar
084__[gel][dru][jaz_blu]0804__3.wav,0.397704601,0.143582076,2321.994278,3354.372699,5799.165963,0.032383039,-178.5415039,148.1805115,1.955848098,58.60795593,-8.992418289,34.08207703,-8.278712273,10.98108673,-11.39898872,0.602146685,-4.629678249,-2.322781563,-3.122012854,0.004388242,-3.880959272,-2.815059185,0.439180106,-0.117575981,1.831878543,-1.332037568,electric_guitar
006__[gel][dru][pop_roc]0975__1.wav,0.502068996,0.133573413,3533.458672,3469.191279,7079.019742,0.094920744,-129.7217865,122.0834351,-54.28795242,43.41461945,12.68465424,31.2616539,-4.217695236,24.00385284,-1.641894102,12.95832253,-8.460363388,8.394420624,-6.463866234,2.740917206,2.443753481,-4.392074108,0.892987669,1.047780871,5.525832653,-2.62955451,electric_guitar
[gel][pop_roc]1032__1.wav,0.326395839,0.268548399,1829.835178,2440.733256,3604.44204,0.043487195,-120.1096725,182.3251038,-33.76610947,31.3754673,11.30272675,22.9217453,-12.80335236,0.507937729,-0.978024423,2.739371061,-1.020335317,12.24703407,5.493642807,6.653910637,1.164871097,3.765752792,2.717784643,2.277822971,5.957266331,-2.425082684,electric_guitar
[gel][pop_roc]0870__3.wav,0.319674581,0.209833711,1980.16627,1484.806274,3579.500106,0.075596872,-154.8133087,217.1707001,-98.74092102,25.18328094,45.65314484,-39.4400177,-14.73993683,-17.01039886,-28.25044441,3.947134256,4.685341358,-4.123932362,3.357396364,-7.145014286,-12.2235136,-1.364450812,-6.870306492,-4.465341091,6.888851643,0.547267139,electric_guitar
133__[gel][dru][pop_roc]0977__1.wav,0.615698159,0.246207878,2918.840308,3019.219631,5506.264516,0.075725069,-63.83201599,143.6087952,-60.1927948,68.1053772,13.35812569,26.58963966,-20.79469109,29.32049942,-3.070244551,9.432203293,-4.658353806,8.264580727,-0.553292036,-0.274246573,2.851715326,-4.9604702,3.338842154,-2.286677599,1.672743917,-2.265558243,electric_guitar
026__[gel][dru][pop_roc]0856__3.wav,0.594320297,0.181204215,2223.529266,2846.990329,5049.910262,0.033715915,-139.3234253,152.2519073,-36.73150635,55.8481636,0.937885523,35.22399521,0.133376896,7.469410896,3.286657333,3.181569338,4.50276804,-2.460645199,1.137627482,2.932013273,8.201948166,4.743107796,8.299799919,9.072274208,4.422394276,-0.813732147,electric_guitar
[gel][pop_roc]0925__2.wav,0.390802592,0.096064724,2559.325257,1948.734248,4388.616448,0.095273287,-165.2193909,183.3090057,-116.1679688,39.99182892,-11.15193367,-7.12331152,-8.357194901,1.855497599,-6.58727169,-3.266872406,-3.800834179,-5.861061573,-11.42661667,1.170852661,-6.548588276,-12.02162552,-3.51767993,-7.421434879,-3.135495186,-3.750694275,electric_guitar
050__[gel][dru][pop_roc]0860__3.wav,0.682513475,0.237811983,2455.501492,3024.305803,4810.467694,0.041362512,-91.86392975,149.3871002,-52.99691772,36.5787735,1.294652343,39.86139679,-16.04923248,21.17634773,-1.42371738,15.66675949,10.15558624,11.66591644,10.86664295,6.600329399,7.876605988,-0.809862733,6.093634129,1.047920585,7.672742367,-6.032287598,electric_guitar
140__[gel][dru][jaz_blu]0819__3.wav,0.41270107,0.133804515,1757.433906,3180.723371,3039.257813,0.021467408,-223.9424133,163.3072205,13.35661316,31.91864777,-7.753975868,42.33683395,-10.17464733,18.25122261,-10.54898357,11.04620743,-7.503311157,12.06116104,7.567585945,9.786428452,4.976387024,-1.548686862,4.979574203,1.35995388,5.367179871,-1.976650953,electric_guitar
025__[gel][dru][jaz_blu]0806__3.wav,0.373586386,0.110944018,1884.643333,3031.296848,4291.675465,0.02759826,-273.777771,141.2657013,23.49124336,73.98495483,-5.093135357,39.88447571,-9.854639053,3.469702482,6.918438911,-0.235970631,2.298174143,-9.826469421,-0.92386961,-6.927101135,0.098488592,-2.235031128,5.148429871,3.239455938,-1.201184392,-5.499979973,electric_guitar
[gel][pop_roc]0913__3.wav,0.419958115,0.293394506,3788.469148,4004.521617,7607.788746,0.101517254,-4.535824299,114.8045959,-41.91875076,43.71255112,4.951732635,19.78858376,-20.70649719,19.0832901,-12.08335876,18.40643501,-3.350903273,18.92698097,-3.031774998,16.1564827,-10.22823524,0.816619992,-12.99708366,0.838605702,-6.872909546,4.630237103,electric_guitar
168__[gel][dru][jaz_blu]0826__2.wav,0.340357244,0.241320461,2658.701835,3315.604347,5846.056799,0.054904304,-95.70398712,148.8180847,-30.07911873,51.61155319,-11.51939106,35.49200439,-21.48386765,12.12085819,-7.461326122,1.715517521,-8.016597748,8.219298363,-4.388090611,5.338830471,3.09747386,4.121724606,5.625362873,0.040499534,7.091275692,-7.743485928,electric_guitar
142__[gel][dru][cou_fol]0760__1.wav,0.477531493,0.126526654,3468.519714,3739.246836,7530.967589,0.076077612,-148.7298126,122.2741165,-30.40580368,49.75100327,-2.852321386,55.08135605,-7.354139805,14.15895939,-13.86826038,15.24875832,-6.714581966,3.247418642,-0.309325516,5.387919426,-1.382526278,-6.471037865,-0.587813556,1.6817559,5.349933624,-4.67787075,electric_guitar
232__[gel][dru][cou_fol]0758__1.wav,0.374756813,0.150585845,4601.160071,4458.009216,10133.32586,0.132925615,-88.48724365,115.8066864,-20.99692154,54.2665863,-35.80099106,26.9876442,-17.83133507,28.01819611,-11.75957584,18.57242393,-11.02608395,10.58120918,-4.254654884,10.61864281,-4.014031887,0.383379728,4.364519596,-0.131715521,-0.415998816,-5.98913002,electric_guitar
062__[gel][dru][pop_roc]0830__1.wav,0.310128808,0.126083195,2711.732015,3342.526835,5827.017789,0.053273558,-159.2792969,146.5448456,-29.62796021,39.50156784,-5.847842693,27.25561523,-3.596908331,21.73061562,-6.724331379,9.620573044,-5.09406805,8.384437561,-4.81526804,5.176324368,-4.99233532,-5.758983135,-6.511469364,-6.128561497,-1.771730542,-8.735310555,electric_guitar
064__[gel][dru][jaz_blu]0786__1.wav,0.421051115,0.19953914,1563.979591,1515.134143,3022.380437,0.049546407,-160.432373,218.5171051,-75.62388611,30.04045105,29.95994377,-3.639257908,14.88920593,-5.681040287,5.749494076,0.510324776,-10.26220131,1.597730041,-0.867768407,8.487491608,8.285375595,2.016740084,5.350746155,-3.519734383,-5.442880154,-4.853523254,electric_guitar
245__[gel][nod][jaz_blu]0821__3.wav,0.398071826,0.07329265,2593.233601,2455.658509,4472.338207,0.086239141,-198.9596558,163.1301575,-83.06781006,44.57806778,-3.159346104,32.91422653,-17.52677536,16.28707123,-5.929962158,2.616364717,-9.661161423,-4.600343704,2.204666376,-2.949176788,0.127089217,-4.310827732,10.86029148,-1.257241964,-1.735260129,-7.924179554,electric_guitar
[gel][jaz_blu]1015__1.wav,0.335853606,0.100480095,1747.089272,2298.613291,3231.227565,0.042482354,-206.833847,180.0411377,-42.88999939,31.00809288,-2.721323729,9.918217659,-35.54236603,4.708641529,-15.95179749,-1.322083712,-6.642269611,-1.77037704,-11.62834358,-14.9781208,-7.158742428,-11.31897926,0.836395979,-0.258684903,5.025598049,-1.685888648,electric_guitar
214__[gel][dru][jaz_blu]0780__3.wav,0.343817562,0.234002292,2216.54907,2267.558269,4146.430268,0.062641394,-96.44120789,181.7804413,-74.84307861,46.83583069,-11.6243248,17.30699921,-8.113160133,1.047873974,1.761543155,-0.756874681,-3.802507877,-1.994352698,-4.604272842,0.920647204,2.192292929,-2.064338207,2.715138197,-7.063292027,-3.761440754,-9.886712074,electric_guitar
250__[gel][dru][pop_roc]0960__3.wav,0.605155766,0.305003971,3917.376335,4081.724563,8661.502323,0.076711058,-29.88045502,115.2182007,-33.67053223,59.27719116,-18.11734962,40.06352234,-9.141432762,24.24071884,-15.84846687,16.43601418,-12.14287186,7.942284584,-2.17833066,5.303079128,3.39755249,4.966245651,1.104905128,1.602630138,9.152591705,-1.157145739,electric_guitar
218__[gel][dru][pop_roc]0862__2.wav,0.472523183,0.124738507,2421.91181,2898.494816,5080.173142,0.047040903,-154.497406,153.2587128,-42.56229401,49.75271225,-4.607135296,20.22416115,-6.058711529,10.25050354,-2.585269213,8.336842537,4.372212887,1.866386294,3.249230862,2.866300821,11.88331509,6.039554119,0.976488769,-2.877541304,0.463817865,-1.658764601,electric_guitar
[gel][pop_roc]0903__2.wav,0.642229974,0.230947092,2769.830883,3239.560017,5993.962468,0.043947198,-114.3691864,124.6037598,-41.18324661,83.88885498,16.74261093,36.19557953,-11.09634399,22.97878265,-1.58913517,16.90694809,6.95565033,-1.633471131,4.482907772,0.33503738,1.96151185,-0.994212747,2.623641014,-4.736519814,3.628600121,-5.784116268,electric_guitar
[gel][pop_roc]0881__1.wav,0.2999098,0.235257417,2545.033137,2811.841187,4772.057116,0.059121622,-76.24791718,163.2720947,-62.79144287,27.36539268,0.714089751,-2.641751051,-11.02791023,0.047081672,-5.498177052,4.906631947,6.299757481,-2.725268841,-1.116699457,1.942892075,-3.659600258,-7.051174641,-9.595432281,1.88912344,3.837259054,6.267093658,electric_guitar
[gel][pop_roc]0743__3.wav,0.267448187,0.314828992,1978.650231,2585.560178,3598.539115,0.046901394,-101.4332886,182.6060333,-28.30054665,3.865383625,-33.21601105,8.838915825,-12.80169392,21.82969856,15.15488529,15.78517246,-2.484660387,3.954687357,-0.71166569,7.545001507,5.147768974,4.414338589,5.992527008,0.434608489,0.597949266,6.460586071,electric_guitar
[gel][pop_roc]0872__2.wav,0.35057494,0.045808733,1954.138553,2996.543787,4081.830659,0.037912494,-333.6335144,160.1561279,19.66474915,46.65650558,-13.53182507,3.866190672,0.809375346,-6.253238678,-9.244196892,0.692744851,-5.11103487,-2.353075027,-9.007196426,-5.317513466,-6.41700983,-6.115722179,-4.308088779,4.598851681,1.61776793,5.176116467,electric_guitar
222__[gel][dru][cou_fol]0761__2.wav,0.313184142,0.132732302,1704.114232,2028.392186,3465.182908,0.051139449,-218.8342438,191.3154907,-12.81380653,6.774548054,0.442039579,20.07380104,-10.07545376,-8.762176514,-4.135803223,10.49942303,14.54845428,11.9589529,11.18101501,7.515934467,1.436386466,-4.210693359,-7.462182999,-7.967182636,-5.906597137,-4.484798431,electric_guitar
076__[gel][dru][pop_roc]0861__3.wav,0.479347616,0.221028268,2626.765118,3040.846403,5212.199113,0.05148445,-106.6820068,135.5793152,-60.18442917,32.48545456,1.047752857,37.42186356,-13.72524643,21.26821709,-0.304939657,19.11762428,15.8053093,17.44925308,18.50914764,11.41387367,9.789601326,0.538232744,7.468570709,4.91043663,10.63087273,-4.448156357,electric_guitar
233__[gel][nod][jaz_blu]1124__1.wav,0.341906995,0.157948226,537.3890008,711.9352185,840.3769003,0.017868454,-332.2931213,240.0681152,59.43180466,-5.996040821,3.623288155,11.65931892,-4.591466427,-11.84253502,-7.42249155,-6.648013115,-9.427618027,-8.175201416,-4.140637875,-8.200016975,-8.761527061,-7.975051403,-8.05120182,-5.505448341,-6.817110538,-7.966116428,electric_guitar
[gel][jaz_blu]1007__1.wav,0.359365016,0.086499073,2681.682811,3239.454691,6197.571791,0.044774825,-260.1193542,116.4299545,-12.76602554,52.76062012,-17.36873627,30.503582,14.7456274,7.385174751,1.494578242,-7.821628571,-2.406025887,6.682495594,7.782820225,9.16510582,-0.097243749,-10.67893124,-8.022201538,-5.308843613,2.520213127,-5.273784637,electric_guitar
098__[gel][dru][pop_roc]0837__3.wav,0.733259797,0.24087581,2420.90078,2432.54026,4625.149124,0.051237482,-98.74494934,158.62117,-76.73297882,64.33054352,15.15243912,21.93475151,1.287441254,22.37188148,2.636874437,9.481866837,13.57707882,-0.033065677,9.039778709,4.286410332,7.162951469,-5.502120495,-1.965950966,-2.069079161,2.574456453,0.68515563,electric_guitar
[gel][pop_roc]1018__1.wav,0.29603523,0.205463454,1865.135477,1919.610134,3467.178262,0.074328095,-180.6158752,183.4589539,-58.59193039,34.88790131,7.361100674,7.106989384,1.121887088,10.03284645,13.68796158,16.25268745,16.88964844,9.843888283,15.52147388,-0.4729864,-4.81555891,-15.00341606,-16.95297813,11.17778587,7.074119091,-10.29496098,electric_guitar
[gel][jaz_blu]0992__1.wav,0.347536385,0.113896608,2379.061931,3916.269808,5706.631387,0.02789613,-223.1480103,142.7875214,19.13610077,38.40297699,2.051041603,34.22543716,-18.06706238,12.14592743,-10.69670391,10.4353323,-8.456390381,6.765586376,-9.922455788,-2.379304886,-9.053236008,-2.223130465,-0.521856725,1.341349721,2.176495552,-2.14377594,electric_guitar
248__[gel][dru][pop_roc]0938__3.wav,0.567287505,0.207033604,3211.25745,3612.957459,6994.383446,0.071111848,-63.58540344,143.3253632,-37.87978745,57.38435745,-14.1970377,38.31798553,-22.30254173,18.30974007,-16.33058357,15.20622444,-7.692563057,6.379645824,-4.907964706,3.622664928,1.003515124,-1.873275995,2.163098097,-5.069302559,1.710310221,-5.975969791,electric_guitar
122__[gel][dru][pop_roc]0847__1.wav,0.375058115,0.166016862,2413.20765,2647.488736,4405.743243,0.074599572,-116.1236801,171.4906464,-65.12841797,43.57473755,-2.421581984,34.21880341,-21.98237228,23.386549,3.594704628,16.02441788,-1.047207832,2.645884514,3.254412413,1.146907568,1.851522446,-10.36660099,-2.237626314,-5.246407509,4.082824707,-1.458987832,electric_guitar
018__[gel][dru][pop_roc]0935__2.wav,0.490662724,0.21068418,2138.616828,2308.267252,4046.496252,0.064317387,-118.3613586,183.2554321,-67.96366119,33.86991119,14.80344296,36.66979218,-6.910928726,16.45331001,3.964745283,8.73059845,-0.916550756,2.044760227,4.980134487,2.67754817,2.713877201,-3.416853905,2.043074369,-1.367612004,4.822154522,-1.601530552,electric_guitar
236__[gel][dru][pop_roc]0859__1.wav,0.476270765,0.202714443,2910.313385,3059.299076,5859.774863,0.074554326,-80.7575531,143.7513885,-56.76856613,65.59788513,-9.756813049,35.34165192,-9.675163269,15.89625454,-13.19376659,8.539463997,3.908162594,-3.077927589,6.067770481,5.516587257,12.49699783,-1.318315864,8.683707237,0.121933043,3.480929375,-3.645967245,electric_guitar
017__[gel][dru][jaz_blu]0827__1.wav,0.264431566,0.089317232,2407.395339,2425.939091,3868.577122,0.074710802,-230.7092133,154.2282257,-70.17618561,16.60889244,2.482711792,8.454323769,-21.68448257,5.877990723,-10.98666954,3.408956289,-7.583400726,-1.494576454,-5.700181961,3.875858784,5.517277718,5.114647388,5.856963634,-3.99795723,-2.942671299,-7.64394474,electric_guitar
018__[gel][dru][pop_roc]0935__3.wav,0.488796949,0.202398583,2255.874037,2400.100072,4308.802259,0.065572967,-114.6479416,176.0703888,-71.99873352,42.30000305,7.579651356,36.9170723,-6.17952013,14.67586422,7.196482658,7.01023674,-1.724991798,-1.312210798,3.571317434,0.500602126,3.506690264,-0.711402595,7.330279827,6.69462347,9.354516983,1.340741754,electric_guitar
248__[gel][dru][pop_roc]0938__2.wav,0.587498903,0.201950893,3238.804165,3559.645556,7018.078283,0.077008929,-64.11044312,144.0018311,-39.82472992,58.03234482,-15.95403385,38.84986496,-23.24889946,15.37801266,-16.20313644,13.43771648,-6.566400528,5.714722633,-4.290033817,2.251474619,0.557073653,-2.966551304,1.530246615,-5.399809837,1.751000404,-6.536320686,electric_guitar
073__[gel][dru][jaz_blu]0811__1.wav,0.440852016,0.083814062,2268.495424,2980.09634,5515.326753,0.037808805,-271.9386597,133.3151093,-8.994772911,78.37465668,-7.518288612,30.25168228,12.37038517,5.103438377,11.40201283,-2.698645592,-2.312728167,7.031857014,-4.794013023,-7.120488644,6.440923691,-1.876078367,0.062130269,0.593609333,-0.788307786,-0.265050948,electric_guitar
088__[gel][nod][cou_fol]0755__1.wav,0.435846001,0.153342754,2464.995413,3029.217128,5410.40435,0.044179084,-168.2429047,150.2390137,-40.5480957,55.61220932,3.487301111,36.86294556,-17.82668114,14.84959602,-0.751382113,7.23150301,2.036077499,-2.934370995,3.710796833,5.92132473,9.698348999,0.862533569,2.022135496,-5.090696335,-5.214506626,-9.714984894,electric_guitar
098__[gel][dru][pop_roc]0837__2.wav,0.70287317,0.239227593,2698.253987,2664.795209,5217.935758,0.058007435,-92.70857239,149.6746521,-77.20757294,73.86917877,8.272938728,30.36120415,-1.563616991,22.05064774,2.323084116,10.23734951,9.843730927,0.684824824,8.413198471,1.364413381,8.953474998,-6.662640095,-0.97762686,-3.858434439,2.25088191,-1.680047393,electric_guitar
